,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
56,I don't like to see anyone being treated unfairly.,Patience,Forgiveness,"I rarely feel anger, even when people treat me quite badly.","If someone has cheated me once, I will always feel suspicious of that person.","I rarely feel anger, even when people treat me quite badly.","If someone has cheated me once, I will always feel suspicious of that person.",45,51,TRUE,FALSE,3874,Agreeableness,0.379282385,0.478011757,0.439210445,0.146462023,"I rarely feel anger, even when people treat me quite badly. If someone has cheated me once, I will always feel suspicious of that person. I",0.365099996,-0.098729372,0.098729372,2,2,0.365810215,0.047299743,0.610866427,NA,NA,NA
57,I can't stand to see people being mistreated.,Patience,Flexibility,I find it hard to keep my temper when people insult me.,I find it hard to compromise with people when I really think I’m right.,I find it hard to keep my temper when people insult me.,I find it hard to compromise with people when I really think I’m right.,93,87,TRUE,TRUE,4405,Agreeableness,0.360378563,0.42085731,0.407815158,0.113808483,I find it hard to keep my temper when people insult me. I find it hard to compromise with people when I really think I’m right. I,0.338800013,-0.060478747,0.060478747,2,2,0.332571894,0.07869792,0.570035338,NA,NA,NA
58,I don't believe that all people are bad.,Flexibility,Flexibility,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,63,39,TRUE,TRUE,4693,Agreeableness,0.513491333,0.181877583,0.25947699,0.16792281,"When people tell me that I’m wrong, my first reaction is to argue with them. I am usually quite flexible in my opinions when people disagree with me. I",0.366899997,0.331613749,0.331613749,3,2,0.264784306,0.144183934,0.31261766,NA,NA,NA
59,I don't think people should have to be like everybody else.,Aesthetic_Appreciation,Unconventionality,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,73,43,TRUE,TRUE,6708,Openness to Experience,0.284263551,0.149989933,0.241710737,-0.081848308,Sometimes I like to just watch the wind as it blows through the trees. I like people who have unconventional views. I,0.228200004,0.134273618,0.134273618,3,11,0.21943976,-0.021790698,0.401380301,NA,NA,NA
60,I try to avoid conflict unless I'm provoked.,Patience,Gentleness,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,45,33,TRUE,TRUE,4134,Agreeableness,0.304696679,0.356630802,0.332654893,0.089554191,"I rarely feel anger, even when people treat me quite badly. I generally accept people’s faults without complaining about them. I",0.315699995,-0.051934123,0.051934123,2,38,0.260495842,0.053497791,0.444577217,NA,NA,NA
61,I don't want to cause problems for others.,Patience,Gentleness,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,45,33,TRUE,TRUE,4136,Agreeableness,0.468897402,0.33868742,0.398127496,0.105372936,"I rarely feel anger, even when people treat me quite badly. I generally accept people’s faults without complaining about them. I",0.369300008,0.130209982,0.130209982,2,38,0.351393044,0.064118207,0.667833924,NA,NA,NA
62,I don't want to make anyone feel bad.,Gentleness,Flexibility,"Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.","Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.",81,63,TRUE,TRUE,4155,Agreeableness,0.484019935,0.298720777,0.368651867,0.165925324,"Even when people make a lot of mistakes, I rarely say anything negative. When people tell me that I’m wrong, my first reaction is to argue with them. I",0.403800011,0.185299158,0.185299158,2,38,0.393894732,0.114990801,0.73016417,NA,NA,NA
63,I don't like to let people down.,Gentleness,Flexibility,"Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.","Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.",81,63,TRUE,TRUE,4181,Agreeableness,0.446099818,0.334511667,0.388782382,0.142805517,"Even when people make a lot of mistakes, I rarely say anything negative. When people tell me that I’m wrong, my first reaction is to argue with them. I",0.373699993,0.11158815,0.11158815,2,38,0.362077743,0.077392697,0.595952749,NA,NA,NA
64,I don't want to be hurt by someone else.,Patience,Forgiveness,I find it hard to keep my temper when people insult me.,I find it hard to fully forgive someone who has done something mean to me.,I find it hard to keep my temper when people insult me.,I find it hard to fully forgive someone who has done something mean to me.,93,75,TRUE,FALSE,4254,Agreeableness,0.387599289,0.36455965,0.385796309,0.098441988,I find it hard to keep my temper when people insult me. I find it hard to fully forgive someone who has done something mean to me. I,0.349299997,0.023039639,0.023039639,2,38,0.332904637,0.071850449,0.643737495,NA,NA,NA
65,I tend not to let others' faults get me down.,Patience,Gentleness,Most people tend to get angry more quickly than I do.,I generally accept people’s faults without complaining about them.,Most people tend to get angry more quickly than I do.,I generally accept people’s faults without complaining about them.,69,33,TRUE,TRUE,4488,Agreeableness,0.597050428,0.377211541,0.460036397,0.194488257,Most people tend to get angry more quickly than I do. I generally accept people’s faults without complaining about them. I,0.391900003,0.219838887,0.219838887,3,38,0.369537741,0.053889751,0.486118585,NA,NA,NA
66,I don't want to make enemies.,Gentleness,Forgiveness,I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",33,27,TRUE,FALSE,4537,Agreeableness,0.43398276,0.317416966,0.367024899,0.09335041,"I generally accept people’s faults without complaining about them. My attitude toward people who have treated me badly is ""forgive and forget"". I",0.381300002,0.116565794,0.116565794,2,38,0.335759848,0.101543188,0.577533782,NA,NA,NA
67,I don't want to hurt anyone's feelings.,Gentleness,Forgiveness,I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",33,27,TRUE,FALSE,4544,Agreeableness,0.467874736,0.280931175,0.373496383,0.085728973,"I generally accept people’s faults without complaining about them. My attitude toward people who have treated me badly is ""forgive and forget"". I",0.35769999,0.186943561,0.186943561,2,38,0.377714574,0.095499575,0.713481069,NA,NA,NA
68,I don't want to see anyone hurt.,Gentleness,Forgiveness,I tend to be lenient in judging other people.,I find it hard to fully forgive someone who has done something mean to me.,I tend to be lenient in judging other people.,I find it hard to fully forgive someone who has done something mean to me.,57,75,TRUE,FALSE,4577,Agreeableness,0.215739802,0.251004696,0.244967669,0.104334757,I tend to be lenient in judging other people. I find it hard to fully forgive someone who has done something mean to me. I,0.316100001,-0.035264894,0.035264894,2,38,0.276257336,0.10216251,0.52660954,NA,NA,NA
69,I try to avoid making enemies.,Gentleness,Patience,"Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.","Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.",81,45,TRUE,TRUE,4738,Agreeableness,0.463118643,0.338170409,0.380885541,0.065001011,"Even when people make a lot of mistakes, I rarely say anything negative. I rarely feel anger, even when people treat me quite badly. I",0.347900003,0.124948233,0.124948233,2,38,0.354755253,0.048390359,0.612148762,NA,NA,NA
70,I don't want to hurt people's feelings.,Gentleness,Patience,"Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.","Even when people make a lot of mistakes, I rarely say anything negative.","I rarely feel anger, even when people treat me quite badly.",81,45,TRUE,TRUE,4747,Agreeableness,0.443813771,0.344531953,0.360418916,0.117775589,"Even when people make a lot of mistakes, I rarely say anything negative. I rarely feel anger, even when people treat me quite badly. I",0.362100005,0.099281818,0.099281818,2,38,0.374656349,0.123366192,0.695326149,NA,NA,NA
71,I don't want to be a part of a system that exploits its members.,Modesty,Fairness,I wouldn’t want people to treat me as though I were superior to them.,"I would never accept a bribe, even if it were very large.",I wouldn’t want people to treat me as though I were superior to them.,"I would never accept a bribe, even if it were very large.",48,60,FALSE,TRUE,90,Honesty_Humility,0.402263403,0.33156389,0.402263403,0.044030085,"I wouldn’t want people to treat me as though I were superior to them. I would never accept a bribe, even if it were very large. I",0.282099992,0.070699513,0.070699513,2,62,0.292333633,0.063834056,0.152946427,NA,NA,NA
72,I don't want to hurt people's feelings but I'm not a saint.,Gentleness,Forgiveness,I tend to be lenient in judging other people.,I find it hard to fully forgive someone who has done something mean to me.,I tend to be lenient in judging other people.,I find it hard to fully forgive someone who has done something mean to me.,57,75,TRUE,FALSE,4569,Agreeableness,0.482051224,0.294664592,0.404775977,0.145438612,I tend to be lenient in judging other people. I find it hard to fully forgive someone who has done something mean to me. I,0.378800005,0.187386632,0.187386632,3,82,0.361138701,0.095100105,0.438623399,NA,NA,NA
73,I'm not angry at people who are cheating on their partner.,Patience,Forgiveness,"I rarely feel anger, even when people treat me quite badly.","If someone has cheated me once, I will always feel suspicious of that person.","I rarely feel anger, even when people treat me quite badly.","If someone has cheated me once, I will always feel suspicious of that person.",45,51,TRUE,FALSE,3912,Agreeableness,0.582903624,0.153217912,0.343300343,0.126903743,"I rarely feel anger, even when people treat me quite badly. If someone has cheated me once, I will always feel suspicious of that person. I",0.325399995,0.429685712,0.429685712,3,140,0.270434022,0.063398033,0.585260868,NA,NA,NA
